UID,Paper Title,Author Names,Abstract,reviewer,Correct paper?,Paper checklist ok?,Paper link,Video checklist ok?,Video link,Captions checklist ok?,Captions link,Poster checklist ok?,Poster link,Thumbnail checklist ok?,Thumbnail link,Optional Funfacts?,Funfacts link,All ok?,comments,channel_url,slack_channel
445,VizMuc - Vizualization of Music Corpora,Filip Trplan (University of Ljubljana); Klara Žnideršič (University of Ljubljana); Vid Klopčič (University of Ljubljana); Matevž Pesek (University of Ljubljana)*; Leon Stefanija (University of Ljubljana); Matija Marolt (University of Ljubljana),"To meet the challenge of analyzing and visualizing large music corpora, we have developed a web platform that simplifies the path from raw data processing to data visualization, search and comparison. Our platform can process both symbolic (MusicXML) and audio data, allowing users to easily access and compare different corpora. It provides a web-based interface for intuitive browsing and filtering as well as comparison of selected features of music pieces. It simplifies the exploration and comparison of growing digital music collections and speeds up the analysis process for users with different levels of knowledge.",CW,1,1,https://drive.google.com/file/d/1dpq5bAHwOyPMxHzvZkCh7rk9bdllVvBz/view?usp=drive_link,1,https://drive.google.com/file/d/1YiB63tqyE8m1KEXL_3obm7dHkmEfuMJ5/view?usp=drive_link,1,https://drive.google.com/file/d/1MrDs385cYAZYAQ3QeeBXQhltdrQ0_iN5/view?usp=drive_link,1,https://drive.google.com/file/d/1GcFIrSwWgAUso0W3O_VPXZUCLa8Whevb/view?usp=drive_link,1.0,https://drive.google.com/file/d/1eleBRTT6MGKQxlSi1LSVTYllo39DUp9g/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800QS6E7L,lbd-445-vizmuc-vizualization-of
446,ITO-Master: Inference-Time Optimization for Music Mastering Style Transfer,Junghyun Koo (Sony AI)*; Marco A Martinez Ramirez (Sony AI); Wei-Hsiang Liao (Sony Group Corporation); Giorgio Fabbro (Sony); Michele Mancusi (Sony Europe); Yuki Mitsufuji (Sony AI),"Music mastering style transfer involves applying the mastering-related audio features of a reference track to another, simulating the professional mastering process that enhances overall sound quality. In this paper, we propose the ITO-Master framework, which introduces Inference Time Optimization (ITO) on reference embeddings to improve the mastering style transfer process. Our approach achieves effective automatic mastering and gives users flexibility, enabling them to adapt the system to their preferences by adjusting the reference song or specific audio effects traits. We explore both black-box and differentiable methods, demonstrating that ITO improves performance on key metrics. The framework provides flexible, user-driven mastering style transfer with an interactive demo available on our demo page: https://tinyurl.com/ITO-Master.",CW,1,1,https://drive.google.com/file/d/1RUTud2s8-B_GYP7eIDrT4xIhJNGMnq7t/view?usp=drive_link,1,https://drive.google.com/file/d/1V69wnQv26BbuR55EOPaOAKoe-d_Fie4v/view?usp=drive_link,0,,1,https://drive.google.com/file/d/1gQFaZs6iMOwbGkBJO2qGeawawMpcYhGf/view?usp=drive_link,1.0,https://drive.google.com/file/d/1Qy66l1-QjzMdRcrqKF7dm1dCLHjNdeeO/view?usp=drive_link,0,,1,no speech. Srt is not needed; thumbnail is a bit small...,https://ismir2024.slack.com/archives/C0800QS9T0S,lbd-446-ito-master-inference
447,Demo of Zero-Shot Guitar Amplifier Modelling: Enhancing Modeling with Hyper Neural Networks,Yu-Hua Chen (NTU)*; Yuan-Chiao Cheng (Positive Grid); Yen-Tung Yeh (National Taiwan University); Jui-Te Wu (Positive Grid); Yu-Hsiang Ho (Positive Grid ); Jyh-Shing Roger Jang (National Taiwan University); Yi-Hsuan Yang (National Taiwan University),"Electric guitar tone modeling typically focuses on the non-linear transformation from clean to amplifier-rendered audio. Traditional methods rely on one-to-one mappings, incorporating device parameters into neural models to replicate specific amplifiers. However, these methods are limited by the need for specific training data. 
In this paper, we adapt a model based on the previous work, which leverages a tone embedding encoder and a feature wise linear modulation (FiLM) condition method. In this work, we altered conditioning method using a hypernetwork-based gated convolutional network (GCN) to generate audio that blends clean input with the tone characteristics of reference audio.
By extending the training data to cover a wider variety of amplifier tones, our model is able to capture a broader range of tones. Additionally, we developed a real-time plugin to demonstrate the system's practical application, allowing users to experience its performance interactively. Our results indicate that the proposed system achieves superior tone modeling versatility compared to traditional methods.",CW,1,1,https://drive.google.com/file/d/1UoOT1ZqZOt2FA0OxUCvvepMDxJlYaT-o/view?usp=drive_link,1,https://drive.google.com/file/d/1C5sQBWdUo5jVKVexYBrQI6kQ7JhyXzCV/view?usp=drive_link,1,https://drive.google.com/file/d/1iM7a3zSUXUu3aNzUM5xHNAKzJ44zYT7B/view?usp=drive_link,1,https://drive.google.com/file/d/1CSrn7gzQziI5JQnY-NQmleklFtJ4qOcY/view?usp=drive_link,1.0,https://drive.google.com/file/d/1cb2SamtoSsvWnwFry7cum2l2Fr3f5GGa/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C080DFHF56D,lbd-447-demo-of-zero
448,HI-AUDIO ONLINE PLATFORM: OPPORTUNITIES AND CHALLENGES OF COLLECTING VARIED MUSIC DATA ON THE WEB,"Jose Gil Panal (LTCI, Telecom Paris, Institut polytechnique de Paris); Aurelien David (LTCI, Telecom Paris, Institut polytechnique de Paris); Gaël Richard (LTCI, Telecom Paris, Institut polytechnique de Paris)*","We present in this paper the extended online HI-AUDIO platform which relies on a distributed and iterative music recording paradigm to asynchronously record musicians localised at different remote individual sites. The major goal of this platform is to become a key enabling tool for building a large, varied, multi-genre, multi-track, multi-instrument music dataset, to be ultimately publicly distributed for MIR research purposes. We describe in this paper the main characteristics of the web platform and discuss some of the major challenges for collecting music data on the web. The platform will be demonstrated on site with local and distant access and illustrate its merits for recording collaborative compositions.",CW,1,1,https://drive.google.com/file/d/1idha7KsakrTBNz5ujLjZtgri_L7UdZub/view?usp=drive_link,1,https://drive.google.com/file/d/186178KvHVwWoN8hNOgw-xqanh4qNpwYu/view?usp=drive_link,1,https://drive.google.com/file/d/1wrlA0yf7nTH6uXsVyyKmSjSiVZwuV1Pb/view?usp=drive_link,1,https://drive.google.com/file/d/1wfrsiGCc2GL8YhnV647Yysr-bdBCDEAM/view?usp=drive_link,1.0,https://drive.google.com/file/d/1OwTyUway8HfYaUmkkMA7qVKL4ZYp0E5r/view?usp=drive_link,0,,1,audio clipped... well...,https://ismir2024.slack.com/archives/C0803ABS8MA,lbd-448-hi-audio-online
449,Multimodal Structured Extraction for Self-Querying Music Video Retrieval and Playlist Generation,Kevin Dela Rosa (Aviary Labs)*,"In this study we introduce early results for a music video structured extraction framework designed to extract key metadata and descriptions such as genre, mood, video style, and summaries of general music, lyrical and visual narrative content. Leveraging video language models (VLM) and zero-shot prompting techniques, the system supports three key applications: entity discovery and browsing, multimodal self-querying retrieval, and playlist generation. The multimodal self-querying retrieval setup intelligently combines structured metadata filtering (e.g., video style, musical genre, emotion, visual elements) with lexical and semantic search, allowing users to query music videos using multiple facets. Additionally, the structured extraction powers entity discovery, enabling exploration of videos based on extracted metadata across the dataset. We provide qualitative examples of structured information extraction over an initial dataset of over 60K music videos to showcase the potential for search and video playlist generation.",CW,1,1,https://drive.google.com/file/d/194QEtNm3ofqlMoCuUi04J0-hIyLoplCF/view?usp=drive_link,1,https://drive.google.com/file/d/1MLZDLLKbdnyYq_tIeThbkvl9qpol_xsy/view?usp=drive_link,1,https://drive.google.com/file/d/1YVxaAxRok3MSy-VGQcNsvDqGN0K29G-J/view?usp=drive_link,1,https://drive.google.com/file/d/1mzQGUX5HIiltCT2Rd_vzIcmap-u9eYzj/view?usp=drive_link,1.0,https://drive.google.com/file/d/1Zc1zvCGcUC5z-Nx5lr37L3FAKQT8tuzp/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800QT0JF4,lbd-449-multimodal-structured-extraction
450,PYAMPACT: A SCORE-AUDIO ALIGNMENT TOOLKIT FOR PERFORMANCE DATA ESTIMATION AND MULTI-MODAL PROCESSING,Johanna Devaney (Brooklyn College)*; Daniel McKemie (Brooklyn College); Alexander Morgan (Independent),"pyAMPACT (Python-based Automatic Music Performance
Analysis and Comparison Toolkit) links symbolic and audio music representations to facilitate score-informed estimation of performance data in audio as well as general linking of symbolic and audio music representations with a variety of annotations. pyAMPACT can read a range of symbolic formats and can output note-linked audio descriptors/performance data into MEI and Humdrum kern files. The audio analysis uses score alignment to calculate time-frequency regions of importance for each note in the symbolic representation from which to estimate a range of
parameters. These include tuning-, dynamics-, and timbre-
related performance descriptors, while timing-related information is available from the score alignment. Beyond performance data estimation, pyAMPACT also facilitates multi-modal investigations through its robust infrastructure for linking symbolic representations and annotations to audio.",CN,1,1,https://drive.google.com/file/d/10pFTy9Pu61Gab3xg-1FqRD4oma53hlQ-/view?usp=drive_link,1,https://drive.google.com/file/d/1IBY3-Lzoe066pSEd37zglDqYHlIaEx3G/view,1,https://drive.google.com/file/d/11Vun91YKjgrJVEIIuWxf3acFwV_ZdP3Q/view,1,https://drive.google.com/file/d/1iWAlzUEGFGU-knGo-lgnHQY6JfFYOS07/view,1.0,https://drive.google.com/file/d/1_vAoC8awQvaFfrzAzGdwxOHrNsjDg8nw/view,0,,1,,https://ismir2024.slack.com/archives/C080PJVCK2L,lbd-450-pyampact-a-score
452,Chord Naming for Analysis,Mayank Sanganeria (Independent); Christopher G Leeper (Sharp15 Studios)*,"ChordNamer is a web app tool that takes in a MusicXML file, and uses Music21 to generate chord symbols for it.  More specifically, it implements logic to utilize the chordify() and chordSymbolFigureFromChord() to provide one chord symbol per measure, like in a jazz or pop lead sheet. In our demonstration, we apply the tool to songs from soundtracks for the games ""I Am Setsuna"" and ""The Legend of Zelda: Ocarina of Time""
",CN,1,1,https://drive.google.com/file/d/1WFv8_L8h1W6YQSbKieQ5l_GCxDo-2ACG/view?usp=drive_link,1,https://drive.google.com/file/d/140_eNWD_E-NBFKsaDjGavf6MpUBPPsOx/view,1,https://drive.google.com/file/d/1Wrhdb8fZwSmP8jihDAiAaAQm7ETeRax3/view,1,https://drive.google.com/file/d/1mYkIMR-y3qLIna69ZLJ4FnpsPJotVUPW/view,1.0,https://drive.google.com/file/d/1fa4FHFjvzFcU1Oywa-xHJCcOioqh7HJa/view,0,,1,,https://ismir2024.slack.com/archives/C07V0906279,lbd-452-chord-naming-for
453,Symbotunes: unified hub for symbolic music generative models,Paweł Skierś (Warsaw University of Technology); Maksymilian Łazarski (Warsaw University of Technology); Michał Kopeć (Warsaw University of Technology); Mateusz Modrzejewski (Warsaw University of Technology)*,"Implementations of popular symbolic music generative models often differ significantly in terms of the libraries utilized and overall project structure. Therefore, directly comparing the methods or becoming acquainted with them may present challenges. To mitigate this issue we introduce Symbotunes, an open-source unified hub for symbolic music generative models. Symbotunes contains several modern Python implementations of well-known methods for symbolic music generation, as well as a unified pipeline for generating and training.",CW,1,1,https://drive.google.com/file/d/1MAavFNWW3oYlounnmPrEgy56TFl-koCj/view?usp=drive_link,1,https://drive.google.com/file/d/1YQOYEFMpmjT3LPEVNpiFgO1w7Qg6gENo/view?usp=drive_link,1,https://drive.google.com/file/d/1_duBMD9VGU8IsvFmCSDBnut5lSjeK7nh/view?usp=drive_link,1,https://drive.google.com/file/d/1ZpXf7NOY0pdc0PDUqtf3Ws4QboWM0ZA0/view?usp=drive_link,1.0,https://drive.google.com/file/d/1vF9-95v3phPWjv47NMInCmbp_hTopNi7/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800N6K1PV,lbd-453-symbotunes-unified-hub
454,Demonstrating OpenMU-LightBench: A benchmark suite for music understanding,Mengjie Zhao (Sony Group Corporation)*; Zhi Zhong (Sony Group Corporation); Zhuoyuan Mao (Sony Group Corporation); Shiqi Yang (Sony); Wei-Hsiang Liao (Sony Group Corporation); Shusuke Takahashi (Sony Group Corporation); Hiromi Wakaki (Sony Group Corporation); Yuki Mitsufuji (Sony AI),"We present OpenMU-LightBench, a large-scale benchmark for training and evaluating music understanding models based on large language models
(LLMs). OpenMU-LightBench consists of approximately one million data examples of two music understanding subtasks: music captioning and music reasoning. We provide details on the construction process of
OpenMU-LightBench, including metadata collection and conversion. Next, we showcase data generated by prompting GPT-3.5. We release OpenMU-LightBench, and hope that its rich annotations can facilitate future research and development of building music understanding models based on LLMs.",CW,1,1,https://drive.google.com/file/d/1SFiX0ASMndnWmQktNtK9Fhf2Yj6j7aUg/view?usp=drive_link,1,https://drive.google.com/file/d/1oigG7u-34Zqd71Um06jqvD9OATnaInAX/view?usp=drive_link,1,https://drive.google.com/file/d/1BAEMy7lg9gCE97WGCRhPPbgBdNII9pFO/view?usp=drive_link,1,https://drive.google.com/file/d/1K50eaXsyh8PN4Jjc2Oe_CVYLgW_cfsB0/view?usp=drive_link,1.0,https://drive.google.com/file/d/1rq31noKsRogSIbfku2W8ggcK__K-Tgcz/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0803ACSLUU,lbd-454-demonstrating-openmu-lightbench
455,MidiTok Visualizer: a tool for visualization and analysis of tokenized MIDI symbolic music,Michał Wiszenko (Warsaw University of Technology); Kacper Stefański (Warsaw University of Technology); Piotr Malesa (Warsaw University of Technology); Łukasz Pokorzyński (Warsaw University of Technology);  Mateusz Modrzejewski (Warsaw University of Technology)*,"Symbolic music research plays a crucial role in music-related machine learning, but MIDI data can be complex for those without musical expertise. To address this issue, we present MidiTok Visualizer, a web application designed to facilitate the exploration and visualization of various MIDI tokenization methods from the \texttt{MidiTok} Python package. MidiTok Visualizer offers numerous customizable parameters, enabling users to upload MIDI files to visualize tokenized data alongside an interactive piano roll.",CW,1,1,https://drive.google.com/file/d/1a8H-voeuctFeffHki1f8KqZ8ZWIrwRSg/view?usp=drive_link,1,https://drive.google.com/file/d/1K_flJLTMyx8_npWijzPzh63Pwr1pisLi/view?usp=drive_link,1,https://drive.google.com/file/d/1e__RzEJES4VL4fbqpbjcTY0DxrRw-kXd/view?usp=drive_link,1,https://drive.google.com/file/d/1E5FzExQ8sZoKkKsHbcPXju33w806oO3b/view?usp=drive_link,1.0,https://drive.google.com/file/d/1H3YIR3uhZ1IeRoVygeq6_73dgh6zFku-/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0803AD0JRJ,lbd-455-miditok-visualizer-a
456,REVAMP: VISUALISATION AND ANALYSIS IN THE DIGITAL AUDIO WORKSTATION,Chris Cannam (QMUL); George Fazekas (QMUL)* ,"We adapt the Sonic Visualiser music audio analysis software to create a set of analysis and visualisation plugins that can be used in a digital audio workstation (DAW). These proof-of-concept plugins, written to the industry standard Audio Random Access (ARA) plugin format, explore a number of dedicated purposes: pitch analysis, comparative spectral viewing, precise frequency inspection, chord extraction, and track segmentation.
Here we describe our work so far, report on our findings, and consider the future work necessary to produce plugins that are truly useful in a DAW context. In our demo, we will show and discuss examples of our proof-of-concept pitch visualisation and chord plugins used interactively within sessions in some popular DAWs.",CW,1,1,https://drive.google.com/file/d/1D0uujMpAL5onFvmnlJ583cSeGyzfy34f/view?usp=drive_link,1,https://drive.google.com/file/d/1ZZoNlo5U2die_uN1JQJ9iU81Y3zSm58Y/view?usp=drive_link,1,https://drive.google.com/file/d/1jAmA8u3eAzmjsVl5eaeTRh8mNSZcaExN/view?usp=drive_link,1,https://drive.google.com/file/d/1xQmTFQ76dArMKv_Y__azkU9IJ_NM3ZsI/view?usp=drive_link,1.0,https://drive.google.com/file/d/1KK4BjCVsPiIKFBiQfGDDirUpLeDyWSC9/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07V86P5WES,lbd-456-revamp-visualisation-and
457,The Surprising Effect of Song-Level Demixing for Music Foundation Model Pretraining,Junyan Jiang (New York University Shanghai)*; Akira Maezawa (Yamaha Corporation); Gus Xia (New York University Shanghai),"Music foundation models have been playing a more and more important role in many downstream tasks for music understanding. Previous foundation models typically adopt an auto-regressive language modeling or masked language modeling as a training objective, which yields limited performance on some downstream tasks like source separation. In this extended abstract, we propose a new training target via self-supervised demixing of two randomly mixed music pieces. We show that with this only training target, the model learns strong general-propose representation, and also shows good performance on source separation tasks when Parameter-Efficient Fine-Tuning (PEFT) is applied.",CW,1,1,https://drive.google.com/file/d/1ssdDI9BLF-G_khxk6SLRALIUbdDC7sYc/view?usp=drive_link,1,https://drive.google.com/file/d/1a6OXzhavNHiFLCsYORQkJdOCfhdC-om3/view?usp=drive_link,1,https://drive.google.com/file/d/1HDRbUzDSOQUT1qD_KL7pxEmjO2BC3KWQ/view?usp=drive_link,1,https://drive.google.com/file/d/1xE39FloGCgytpNn6U4z5voAeVB5UN_2N/view?usp=drive_link,1.0,https://drive.google.com/file/d/18UUN9edj4LTPTmwOqwwfuUwww8mGe6P5/view?usp=drive_link,0,,1,The license is incorrect; email sent; fixed,https://ismir2024.slack.com/archives/C07VBV8U64D,lbd-457-the-surprising-effect
458,Enhancement of Speech and Language Models through unsupervised Learning with Music Datasets,Eviatar Bas (Independent)*; Iran R Roman (Queen Mary University of London),"Music processing is known to emerge spontaneously in early development, yet the impact of music exposure on brain development and cognitive abilities, such as language acquisition, remains unclear. In this study, we investigated this effect on artificial neural networks by training identical autoencoders to recreate speech excerpts using datasets with varying proportions of music. We then assessed the models' performance by using transfer learning to apply the encoder to a language classification task. Our findings indicate that incorporating a small share of music into the pre-training data improved the ability of the model trained on English data to classify other languages, including Japanese and Korean, suggesting a potential benefit of music exposure in enhancing model generalization to linguistically distant languages.",CW,1,1,https://drive.google.com/file/d/1V7VcCkFGxlRtQcZRTYed2_xK45Kou5E8/view?usp=drive_link,1,https://drive.google.com/file/d/10ppi18SZsalJmssLfgMW1IHDqomRfvUc/view?usp=drive_link,1,https://drive.google.com/file/d/152zOHZdGH96G7K69tyu5jIo1IbjSSHCp/view?usp=drive_link,1,https://drive.google.com/file/d/1Q2JdmcYyLOGehvGuJCTCocfheOlqlX1h/view?usp=drive_link,1.0,https://drive.google.com/file/d/1jsgEy0U8iMw1ynPkFr4qZrJfVP4WNNQB/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07VBV94VHT,lbd-458-enhancement-of-speech
460,Understanding Human Perception of Music Plagiarism Through a Computational Approach,"Daeun Hwang (University of California, Santa Cruz)*; Hyeonbin Hwang (KAIST)",to be updated,CW,1,1,https://drive.google.com/file/d/1YNcmWeqOsBn672sGYWJxshdbZ9zgn2zw/view?usp=drive_link,1,https://drive.google.com/file/d/1XTtbQIFqMPKeLM4LtjW_3OZ1qFouNb7X/view?usp=drive_link,1,https://drive.google.com/file/d/18jwjT3hg5VHNDaltrwDi6x-WkyZSBaEE/view?usp=drive_link,1,https://drive.google.com/file/d/11c9i4q2_xvf9lyo6eSQIok_Ks_Ekdhei/view?usp=drive_link,1.0,https://drive.google.com/file/d/1pZEC2ioMytna-wW1tGWOpm-dzWTKIFyC/view?usp=drive_link,1,https://docs.google.com/document/d/1NMT95Nz1BYoFurQ3zx7Hv_EyiRyjVpGO/edit?usp=drive_link&ouid=108424826030549393269&rtpof=true&sd=true,1,,https://ismir2024.slack.com/archives/C07V86PMVLN,lbd-460-understanding-human-perception
461,A Music Information Retrieval Approach to Classify Sub-Genres in Role Playing Games,"Daeun Hwang (University of California, Santa Cruz)*; Xuyuan Cai (University of California, Santa Cruz); Edward Melcer (University of California, Santa Cruz); Elin Carstensdottir (University of California, Santa Cruz)","In the field of ludomusicology that overlaps the interests of sound and games, video game music (VGM) is often studied under the same lens as film music, which largely focuses on its theoretical functionality with relation to the perceived genres of the media. However, till date, we are unaware of any systematic approach that analyzes the quantifiable musical features in VGM across several perceived game genres. Therefore, we built an interactive system that extracts musical features from VGM on different perceived genres of video games, and then hypothesized how different musical features are correlated to the perceptions of each genre. This observed correlation may be used to further suggest such features are relevant to the expected elements associated with the sub-genre.",CW,1,1,https://drive.google.com/file/d/15vbIagVRIATHY8igKpiVrNFiKuoIe2x_/view?usp=drive_link,1,https://drive.google.com/file/d/1zRP5eo1kVD__uw4GEzRKwf_z_MqqpQvQ/view?usp=drive_link,1,https://drive.google.com/file/d/1JSXapMEZpi4gO_pJSHUdcIjDZzIzDIj2/view?usp=drive_link,1,https://drive.google.com/file/d/1ARKkua-MEyryG51o7jTKZ1V82jhe2P1J/view?usp=drive_link,1.0,https://drive.google.com/file/d/1RCXCE05qsu7a20L13GoN8GeqnutjAyRV/view?usp=drive_link,1,https://docs.google.com/document/d/1-hBPQ37UutItPumU5LiM6s8nSExnHVTv/edit?usp=drive_link&ouid=108424826030549393269&rtpof=true&sd=true,1,,https://ismir2024.slack.com/archives/C07V091EM5M,lbd-461-a-music-information
462,Analysis of the Originality of Gen-AI Song Audio,Rajesh Fotedar (University of Miami); Tom Collins (University of Miami)*,"We are investigating whether an AI-based generative music (Gen-AI) system returns original song audio in response to the same text prompts.  To determine a similarity threshold for our analysis, we compare audio from human-composed song pairs that were previously involved in actual copyright disputes. Participants are tasked with sending the same 8 text prompts, specifically designed for our investigation, to the Gen-AI system.  By comparing all returned Gen-AI songs to each other, a maximum 8-beat correlation value is determined for each unique song pairing. Gen-AI songs pairs are deemed too similar -- or unoriginal relative to each other -- if their maximum 8-beat correlation value exceeds the similarity threshold. We observe that 54% of Gen-AI song pairs fall into this category. Prompts that exhibit the highest probability for exceeding the threshold include mentions of a specific musical genre or song title.  Our preliminary results suggest that the Gen-AI system struggles to generate original material when different users send the same prompts.",CW,1,1,https://drive.google.com/file/d/1Eful_uryN_BilTGZ9uQ2r5szQViySPty/view?usp=drive_link,1,https://drive.google.com/file/d/1wfoif1YM1aFNcTExKQJvrkR4EYKDh9Nn/view?usp=drive_link,1,https://drive.google.com/file/d/1a6365oCsu4XWsEp6LeQr0S995PWK1lTn/view?usp=drive_link,1,https://drive.google.com/file/d/17DhrBuXdIGXNfZAkrtwHPDOWmK-JNeMA/view?usp=drive_link,1.0,https://drive.google.com/file/d/1fMvIDsr93JBEtzbmLznSCNF00uwDu-mU/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800N7TPEF,lbd-462-analysis-of-the
463,S3: A Symbolic Music Dataset for Computational Music Analysis of Symphonies,Zih-Syuan Lin (Academia Sinica)*; Yu-Chia Kuo (McGill University ); TZU-YUN Hung (National Taiwan Normal University); Wei-Yang Lin (National Taiwan University); YA-HSUAN CHU (National Yang-Ming Chiao-Tung University); Ting-Kang Wang (Academia Sinica); Jing-Heng Huang (Academia Sinica); Chien Chang (Academia Sinica); Christofer Julio (University of Malaya); Gloria Hsieh (Academia Sinica); Li Su (Academia Sinica),"The scarcity of symbolic music datasets has long been a challenge in the field of music information retrieval. Many studies have emphasized the need for high-quality, manually annotated datasets that include multifaceted labels, or focus on underrepresented periods like the Romantic period. In this paper, we present the S3, Symbolic Symphony Set, a comprehensive collection featuring four symphonies, totalling 16 movements, by Mozart, Beethoven, Dvorak, and Tchaikovsky. This dataset includes XML files and detailed annotations in the CSV format for notes and musical structure on both horizontal and vertical aspects, which are commonly known as form-related and texture-related information.  The note annotations are semi-automatically generated. Form-related information includes form analysis, cadence, and harmony, while orchestral texture include the role (melody, rhythm, harmony, or mixed) for each instrument. All annotations have been converted into CSV format to facilitate further analysis and modeling. Additionally, manually annotated PDF files are included in the dataset for reference. Our dataset is available on https://github.com/iis-mctl/mctl-symphony-dataset.",CW,1,1,https://drive.google.com/file/d/1Db_qa7JN2l8t0keedrqdwXSdg2Uxq7g1/view?usp=drive_link,1,https://drive.google.com/file/d/1hnYjKxQnpB_tOGGNJcbzQPmeQiFZSv6v/view?usp=drive_link,1,https://drive.google.com/file/d/1opPFp95MxHg56WHsL6wAvLPPO9kaZF57/view?usp=drive_link,1,https://drive.google.com/file/d/1Jyp192nFAtqyRhfow6zd8wPG_vIu5Nrk/view?usp=drive_link,1.0,https://drive.google.com/file/d/1B4xLsvr5X8MWPFHkpuJmd0buol06ljNX/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800QV1VJ6,lbd-463-s3-a-symbolic
464,Localify.org: Contextualizing Long-Tail Music for Local Artist Discovery,Paul Gagliano (Ithaca College)*; Griffin Homan (Ithaca College); Cassandra Raleault (Ithaca College); Ruth Ayambem (Ithaca College); Bridget Burns (Ithaca College); Douglas Turnbull (Ithaca College),"Localify.org is a personalized music recommendation service that helps users discover local artists and find live music events at small and medium-sized venues. Most local artists are relatively unknown and tend to reside in the long-tail of the artist popularity distribution. In this demo paper, we describe how we have designed Localify to contextualize long-tail artists for local music discovery. This focus on contextualization is reflected in our UI/UX design, our focus on explainable recommendations, our playlist generation algorithm, and our personalized weekly email digest.",CW,1,1,https://drive.google.com/file/d/1dpvgQQJHIarORK4Z3kAEkiaCfAGVEiyO/view?usp=drive_link,1,https://drive.google.com/file/d/1iZPuRfbNgesL2iSrgISDLV0eQI93DTQM/view?usp=drive_link,1,https://drive.google.com/file/d/1M9fX9P9Fxt-Fz-C7qF-RflwGxNpmbwnd/view?usp=drive_link,1,https://drive.google.com/file/d/1ODY4MPJ1bBTtGl1xTYrzvjgNQsFlBCsx/view?usp=drive_link,1.0,https://drive.google.com/file/d/1r0nty5ZvLYNqO7WDqrmRroVcZH8JClmY/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07V0920CFR,lbd-464-localify-org-contextualizing
465,How does the teacher rate? Observations from the NeuroPiano dataset,"Huan Zhang (Queen Mary University of London)*; Vincent K.M. Cheung (Sony Computer Science Laboratories, Inc.); Hayato Nishioka (Sony Computer Science Laboratories, Inc); Simon Dixon (Queen Mary University of London); Shinichi Furuya (Sony Computer Science Laboratories Inc.)","This paper provides a detailed analysis of the NeuroPiano dataset, which comprise 104 audio recordings of student piano performances accompanied with 2255 textual feedback and ratings given by professional pianists. We offer a statistical overview of the dataset, focusing on the standardization of annotations and inter-annotator agreement across 12 evaluative questions concerning performance quality. We also explore the predictive relationship between audio features and teacher ratings via machine learning, as well as annotations provided for text analysis of the responses.",CW,1,1,https://drive.google.com/file/d/1vqMzYkoLO1suJOr3vvshbzdI1svZKCDH/view?usp=drive_link,1,https://drive.google.com/file/d/1xV7RhPeOvmltCyuIW4-dSDW1anBbSxVz/view?usp=drive_link,1,https://drive.google.com/file/d/1BTnf1AkPLw2xo2XDeRLCqQhvsl5ZJkqC/view?usp=drive_link,1,https://drive.google.com/file/d/1VLdmFn5Lydx5a6W7jzytYhpdGtNlQwrf/view?usp=drive_link,1.0,https://drive.google.com/file/d/1qATodsEYmyoBNvgmA99jx5QV-tT3azhu/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07VBVA6T9T,lbd-465-how-does-the
466,Mamba-Based Model for Automatic Chord Recognition,"Chunyu N Yuan (the Graduate Center, CUNY); Johanna Devaney (Brooklyn College)*","In this work, we propose a new efficient solution, which is a Mamba-based model named BMACE (Bidirectional Mamba-based network, for Automatic Chord Estimation), which utilizes selective structured state-space models in a bidirectional Mamba layer to effectively model temporal dependencies. Our model achieves high prediction performance comparable to state-of-the-art models, with the advantage of requiring  fewer parameters and lower computational resources, while still captureing and leveraging long-term dependencies.",CW,1,1,https://drive.google.com/file/d/1eJ0EHsIDWnrjj1q_CNC5PgAP7WhKsBTn/view?usp=drive_link,1,https://drive.google.com/file/d/1-TCrsB8VqwYmIGKW_aRRIm9qKaxhWt2A/view?usp=drive_link,1,https://drive.google.com/file/d/1cZhOP2gJwSt-yX0rf8soOYAlWlU77LZt/view?usp=drive_link,1,https://drive.google.com/file/d/13CexEzJFDsYiszlAoLrgpy_atjD4t7uS/view?usp=drive_link,1.0,https://drive.google.com/file/d/1671CQfOyPXNme5hEJYX6lqWlujNmk69o/view?usp=drive_link,0,,1,The license is incorrect; email sent; fixed,https://ismir2024.slack.com/archives/C080PJXRHH6,lbd-466-mamba-based-model
